species_id,taxon_name,taxon_number,AS1,AS2,AS3,AS4,BS1,BS2,BS3,BS4,BS5,DM1,DM2,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FG1,FG2,FG3,FG4,FG5,FG6,RE1,RE2,RE3,RE4,RE5,RE6,RE7,RE8,RF1,RF2,RF3,RF4,LO1,LO2,LO3,LO4,LO5,LO6,LO7,RM1,RM2,RM3,RM4,RM5,MD1,MD2,MD3,MD4,MD5,MD6,MD7,MD8,CP1,CP2,CP3,BF1,BF2,BF3,BF4
3546,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3551,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3556,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3561,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3566,Culicoides,12,3,3,3,0,0,0,3,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,2,0,2,1,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3571,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3576,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3581,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3586,Sphaeromias,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3591,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3596,Sphaeromias,12,3,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,3,0,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3601,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3606,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3611,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3616,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3621,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3626,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3636,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3641,Atrichopogon,12,3,3,3,0,0,0,3,0,0,0,3,3,1,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,1,2,0,0,3,2,1,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,3,1,0,0,0,3,0
3646,Forcipomyia,12,3,3,3,0,0,3,0,0,0,0,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,3,1,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3651,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3656,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3661,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3666,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3671,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3676,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3681,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3686,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3691,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3696,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3701,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3706,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3711,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3716,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3721,Ceratopogoninae,10,3,3,3,0,1,2,2,0,0,0,3,2,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,1,2,0,0,2,2,2,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3726,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3731,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3736,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3741,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3746,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3751,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3756,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3761,Leptoconopinae,10,3,3,3,0,0,3,0,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3771,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3776,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3781,Forcipomyiinae,10,3,3,3,0,0,3,2,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3786,Bezzia,12,3,3,3,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,3,2,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3791,Leptoconopinae,10,3,3,3,0,0,3,0,0,0,0,3,3,2,0,3,0,0,0,0,3,0,1,0,0,0,0,0,1,3,1,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,3,0
3796,Ceratopogonidae,9,3,3,3,0,1,2,2,0,0,0,3,3,3,0,3,0,0,0,2,3,0,1,0,0,2,0,0,1,2,2,0,0,0,2,0,2,1,0,0,3,2,1,0,0,3,3,0,0,0,2,2,2,0,0,0,0,0,3,1,0,0,0,3,0
3801,Coleoptera,7,3,3,1,2,1,1,1,1,0,1,3,1,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,1,0,1,1,1,3,1,0,0,1,1,1,3,0,0,0,2,2,0,1,2,1
3806,Chironomus,12,3,3,3,0,0,0,0,3,0,3,1,2,3,1,3,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,0,0,0,1,0,1,2,0,0,0,3,1,0,3,3,3,0,0,0,0,3,0,0,0,0,0,3,3,1,0,0,0,3,0
3811,Corynoneura,12,3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
3816,Gravatamberus,12,3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
3821,Limnophyes,12,3,3,3,0,0,3,0,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,3,0,0,0,0,1,3,1,0,0,0,3,0
3826,Phytotelmatocladius_delarosai,13,3,3,3,0,0,0,3,0,0,3,1,3,3,1,3,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,1,1,0,1,2,0,0,0,3,1,1,1,3,1,0,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,0
3831,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3836,Polypedilum,12,3,3,3,0,0,0,3,1,0,3,1,3,3,1,3,1,0,0,0,1,0,1,3,0,0,0,0,0,1,3,1,0,0,1,0,1,2,0,0,0,3,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,3,0
3841,Chironomidae,9,3,3,3,0,0,1,2,1,0,3,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,0,1,1,0,1,2,0,0,1,3,1,1,2,3,1,0,0,0,1,1,1,0,0,0,0,2,3,1,0,0,0,3,0
